Bf-Nr;Bahnhof;DS 100;Aufgaben­träger;Bahnhofs­kategorie 2015;Bahnhofs­kategorie 2005;Bundes­land;Regional­bereich;Stations­preis 2015 [€];Stations­preis 2005 [€];Veränderung 2005–2015 [%]
5114;Ramsberg;NRAB;BEG;7;6;Bayern;Süd;2,41;2,01;16,6
7203;Ramsen;RRN;ZPNV Süd;7;6;Rheinland-Pfalz;Mitte;1,76;1,47;16,48
5115;Ramsenthal;NRSL;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
5116;Ramstein;SRAS;ZPNV Süd;5;5;Rheinland-Pfalz;Mitte;3,17;1,73;45,43
5118;Rangsdorf;BRSF;VBB;5;5;Brandenburg;Ost;4,08;6,95;–70,34
5121;Ranstadt;FRAN;RMV;6;6;Hessen;Mitte;3,13;2,32;25,88
5122;Raoul-Wallenberg-Straße;BRW;VBB Berlin;5;4;Berlin;Ost;2,04;1,96;3,92
5125;Rastatt;RRA;NVBW;4;3;Baden-Württemberg;Südwest;4,62;6,87;–48,7
5126;Rastede;HRST;LNVG;5;6;Niedersachsen;Nord;4,97;2,61;47,48
5127;Rastow;WRW;VMV;6;6;Mecklenburg-Vorpommern;Ost;5,24;2,72;48,09
5129;Rathaus Steglitz;BRST;VBB Berlin;4;4;Berlin;Ost;2,25;1,96;12,89
5131;Rathenow;LRW;VBB;4;3;Brandenburg;Ost;5,47;19,94;–264,53
5132;Rathenow Nord;LRWN;VBB;4;6;Brandenburg;Ost;5,47;3,44;37,11
5134;Rathmannsdorf (Kr Pirna);DRD;VVO;7;6;Sachsen;Südost;2,5;2,37;5,2
5136;Ratingen Ost;KRAO;VRR;5;4;Nordrhein-Westfalen;West;2,88;1,89;34,38
5139;Ratzeburg;ARF;LVS;5;5;Schleswig-Holstein;Nord;4,66;4,06;12,88
5140;Rätzlingen;LRI;NASA;6;6;Sachsen-Anhalt;Südost;4,07;1,97;51,6
5142;Raubling;MRA;BEG;4;5;Bayern;Süd;3,97;2,32;41,56
5144;Rauenstein (Thür);URAU;NVS;7;6;Thüringen;Südost;3,34;1,78;46,71
5145;Raumland-Markhausen;ERMA;NWL;7;6;Nordrhein-Westfalen;West;3,42;2,79;18,42
5146;Raun;DRU;ZVV;7;6;Sachsen;Südost;4,87;2,37;51,33
5147;Raunheim;FRA;RMV;4;4;Hessen;Mitte;3,2;1,85;42,19
5150;Ravensburg;TRB;NVBW;4;5;Baden-Württemberg;Südwest;4,62;2,31;50
5151;Rebdorf-Hofmühle;MRH;BEG;7;6;Bayern;Süd;2,41;2,01;16,6
5153;Rech;KREC;ZVRP Nord;6;6;Rheinland-Pfalz;Mitte;2,2;1,47;33,18
5154;Rechenberg;DRBG;VMS;7;6;Sachsen;Südost;3,15;2,37;24,76
5156;Rechterfeld;HRFD;LNVG;7;6;Niedersachsen;Nord;2,98;2,61;12,42
5158;Reckendorf;NRDF;BEG;7;6;Bayern;Süd;2,41;2,01;16,6
5159;Reckenfeld;ERFE;NWL;5;6;Nordrhein-Westfalen;West;4,04;2,79;30,94
5160;Recklinghausen Hbf;ERE;VRR;3;3;Nordrhein-Westfalen;West;4,2;5,81;–38,33
5161;Recklinghausen Süd;ERES;VRR;5;5;Nordrhein-Westfalen;West;2,88;2,83;1,74
5162;Reckweilerhof;SRWH;ZPNV Süd;7;6;Rheinland-Pfalz;Mitte;1,76;1,47;16,48
5163;Reddelich;WRDL;VMV;7;6;Mecklenburg-Vorpommern;Ost;3,85;2,72;29,35
5165;Rednitzhembach;NRCH;BEG;6;5;Bayern;Süd;3,34;2,32;30,54
5166;Redwitz (Rodach);NRZ;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
5167;Reeperbahn (S-Bahn);ARES;BWVI;4;4;Hamburg;Nord;2,87;2,12;26,13
5168;Regen;NREG;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
5169;Regensburg Hbf;NRH;BEG;2;2;Bayern;Süd;13,28;12,22;7,98
999;Regensburg-Burgweinting;;BEG;6;;Bayern;;3,34;;
5170;Regensburg-Prüfening;NRPH;BEG;5;5;Bayern;Süd;3,17;2,32;26,81
5170;Regensburg-Prüfening;NRPF;BEG;5;5;Bayern;Süd;3,17;2,32;26,81
5173;Regenstauf;NRGF;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
5174;Regis-Breitingen;LRB;ZVNL;5;6;Sachsen;Südost;4,43;2,37;46,5
5176;Rehau;NRU;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
5177;Rehfeld (b Falkenberg/Elster);LRF;VBB;6;6;Brandenburg;Ost;4,66;3,44;26,18
5178;Rehfelde;;VBB;6;;Brandenburg;;4,66;;
5178;Rehfelde (Kr Strausberg);BRE;VBB;6;6;Brandenburg;Ost;4,66;3,44;26,18
5180;Rehna;WRA;VMV;7;6;Mecklenburg-Vorpommern;Ost;3,85;2,72;29,35
5181;Rehweiler;SRW;ZPNV Süd;7;6;Rheinland-Pfalz;Mitte;1,76;1,47;16,48
5182;Reichelsdorfer Keller;NREK;BEG;6;5;Bayern;Süd;3,34;2,32;30,54
5183;Reichelsheim (Wetterau);FRHM;RMV;6;6;Hessen;Mitte;3,13;2,32;25,88
5184;Reichenau (Baden);RRU;NVBW;6;5;Baden-Württemberg;Südwest;2,93;2,31;21,16
5185;Reichenbach (Fils);TRF;NVBW;5;5;Baden-Württemberg;Südwest;3,49;2,31;33,81
5186;Reichenbach (Oberlausitz);DRCH;ZVON;6;6;Sachsen;Südost;3,99;2,37;40,6
5187;Reichenbach (Vogtl) ob Bf;DRC;ZVV;4;5;Sachsen;Südost;7,54;3,81;49,47
8147;Reichenberg;;BEG;6;;Bayern;;3,34;;
5189;Reichenschwand;NREI;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
5191;Reichersbeuern;MRCH;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
5192;Reichertshausen (Ilm);MRS;BEG;6;5;Bayern;Süd;3,34;2,32;30,54
5193;Reichertshofen (Oberbay);MRF;BEG;6;5;Bayern;Süd;3,34;2,32;30,54
5195;Reicholzheim;TRL;BEG;6;6;Baden-Württemberg;Südwest;3,34;2,03;39,22
5197;Reihen;RRIN;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
5198;Reil DB;SREI;ZVRP Nord;7;6;Rheinland-Pfalz;Mitte;1,74;1,47;15,52
5199;Reilsheim;RRHM;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
5200;Reinbek (S-Bahn);ARBK;LVS;5;4;Schleswig-Holstein;Nord;4,66;1,76;62,23
5201;Reinfeld (Holst);ARD;LVS;5;5;Schleswig-Holstein;Nord;4,66;4,06;12,88
5202;Reinhardsbrunn-Friedrichroda;URN;NVS;6;6;Thüringen;Südost;4,2;1,78;57,62
5203;Reinheim (Odenw);FREI;RMV;6;6;Hessen;Mitte;3,13;2,32;25,88
5205;Reinsbüttel;ARE;LVS;7;6;Schleswig-Holstein;Nord;2,26;2,56;–13,27
5206;Reinsdorf (b Artern);URD;NVS;7;6;Thüringen;Südost;3,34;1,78;46,71
8285;Reinsdorf (b Nebra);;NASA;7;;Sachsen-Anhalt;;2,9;;
5208;Reisen (Hess);RRSH;VRN;6;6;Hessen;Mitte;2,77;2,32;16,25
5209;Reiskirchen (Kr Gießen);FRSK;RMV;6;5;Hessen;Mitte;3,13;2,37;24,28
5210;Reistenhausen-Fechenbach;NRF;RMV;6;6;Bayern;Süd;3,13;2,01;35,78
5213;Reken;EREK;NWL;6;6;Nordrhein-Westfalen;West;4,1;2,79;31,95
5214;Remagen;KRE;ZVRP Nord;3;3;Rheinland-Pfalz;Mitte;5,89;9,56;–62,31
5217;Remscheid Hbf;KR;VRR;5;3;Nordrhein-Westfalen;West;2,88;5,81;–101,74
5218;Remscheid-Güldenwerth;KRG;VRR;6;5;Nordrhein-Westfalen;West;3,61;2,83;21,61
5219;Remscheid-Lennep;KRL;VRR;5;3;Nordrhein-Westfalen;West;2,88;5,81;–101,74
5220;Remscheid-Lüttringhausen;KRLU;VRR;6;5;Nordrhein-Westfalen;West;3,61;2,83;21,61
5222;Renchen;RR;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
5223;Rendsburg;AR;LVS;4;3;Schleswig-Holstein;Nord;4,35;8,1;–86,21
5226;Renningen;TRX;VRStutt;4;5;Baden-Württemberg;Südwest;3,48;2,31;33,62
8111;Renningen Süd;;VRStutt;6;;Baden-Württemberg;;1,53;;
5228;Rentrisch;SRE;VGS;6;6;Saarland;Mitte;1,83;1,25;31,69
5229;Rentweinsdorf;NREN;BEG;7;6;Bayern;Süd;2,41;2,01;16,6
5230;Rentwertshausen;URH;NVS;6;6;Thüringen;Südost;4,2;1,78;57,62
5231;Rentzschmühle;URM;ZVV;7;6;Sachsen;Südost;4,87;2,37;51,33
5232;Renzendorf;FRZ;ZVV;7;6;Hessen;Mitte;4,87;2,32;52,36
5234;Rethen (Leine);HRTN;RH;6;6;Niedersachsen;Nord;4,89;2,61;46,63
5235;Retzbach-Zellingen;NREZ;BEG;5;5;Bayern;Süd;3,17;2,32;26,81
5236;Reuden (Kr Zeitz);LREU;BEG;5;6;Sachsen-Anhalt;Südost;3,17;1,97;37,85
5237;Reurieth;URR;NVS;6;6;Thüringen;Südost;4,2;1,78;57,62
5238;Reußen;LRE;NASA;6;6;Sachsen-Anhalt;Südost;4,07;1,97;51,6
5239;Reuterstadt Stavenhagen;WRST;VMV;6;6;Mecklenburg-Vorpommern;Ost;5,24;2,72;48,09
5240;Reuth (b Erbendorf);NRT;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
5241;Reuth (b Plauen/Vogtl);DRTH;ZVV;7;6;Sachsen;Südost;4,87;2,37;51,33
5242;Reutlingen Hbf;TRE;NVBW;3;4;Baden-Württemberg;Südwest;6,43;1,47;77,14
5243;Reutlingen West;TREW;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
5244;Reutlingen-Betzingen;TREB;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
5245;Reutlingen-Sondelfingen;TRES;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
5246;Rhade;ERHA;VRR;6;5;Nordrhein-Westfalen;West;3,61;2,83;21,61
5247;Rheda-Wiedenbrück;ERDW;NWL;4;5;Nordrhein-Westfalen;West;5,35;2,83;47,1
5248;Rheinbach;KRBA;NVR;5;3;Nordrhein-Westfalen;West;3,54;5,81;–64,12
8250;Rheinbach Römerkanal;;NVR;6;;Nordrhein-Westfalen;;4,3;;
5249;Rheinberg (Rheinl);KRBE;VRR;6;6;Nordrhein-Westfalen;West;3,61;2,79;22,71
5250;Rheinbrohl;KRBR;ZVRP Nord;5;5;Rheinland-Pfalz;Mitte;2,57;1,73;32,68
5251;Rheine;HR;NWL;3;3;Nordrhein-Westfalen;West;7,57;5,81;23,25
4080;Rheine-Mesum;;NWL;6;;Nordrhein-Westfalen;;4,1;;
5252;Rheinfelden (Baden);RRH;NVBW;4;5;Baden-Württemberg;Südwest;4,62;2,31;50
5253;Rheinhausen;KRH;VRR;4;4;Nordrhein-Westfalen;West;2,82;1,89;32,98
5254;Rheinhausen Ost;KRHO;VRR;5;5;Nordrhein-Westfalen;West;2,88;2,83;1,74
5255;Rheinsberg (Mark);WRH;VRR;5;6;Brandenburg;Ost;2,88;3,44;–19,44
5256;Rheinsheim;RRHH;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
5257;Rheinweiler;RRW;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
5258;Rheinzabern;RRZA;ZPNV Süd;6;6;Rheinland-Pfalz;Mitte;2,08;1,47;29,33
8204;Rheinzabern Alte Römerstraße;;ZPNV Süd;6;;Rheinland-Pfalz;;2,08;;
8203;Rheinzabern Rappengasse;;ZPNV Süd;6;;Rheinland-Pfalz;;2,08;;
5259;Rhens;KRHE;ZVRP Nord;6;6;Rheinland-Pfalz;Mitte;2,2;1,47;33,18
5260;Rheydt Hbf;KRY;VRR;4;4;Nordrhein-Westfalen;West;2,82;1,89;32,98
5261;Rheydt-Odenkirchen;KRYO;VRR;6;5;Nordrhein-Westfalen;West;3,61;2,83;21,61
5263;Rhöndorf;KRHD;NVR;5;5;Nordrhein-Westfalen;West;3,54;2,83;20,06
5264;Ribnitz-Damgarten Ost;WRIO;VMV;6;6;Mecklenburg-Vorpommern;Ost;5,24;2,72;48,09
5265;Ribnitz-Damgarten West;WRI;VMV;4;3;Mecklenburg-Vorpommern;Ost;5,36;18,8;–250,75
5266;Richen (b Eppingen);RRIH;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
4815;Rickling;ARL;LVS;6;6;Schleswig-Holstein;Nord;4,33;2,56;40,88
5268;Ried;FRID;RMV;6;6;Hessen;Mitte;3,13;2,32;25,88
5270;Riederau;MRDU;BEG;7;6;Bayern;Süd;2,41;2,01;16,6
5271;Riedlingen;TRI;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
5272;Riedrode;FRIE;VRN;6;6;Hessen;Mitte;2,77;2,32;16,25
2161;Riedstadt-Goddelau;FGE;RMV;4;5;Hessen;Mitte;3,2;2,37;25,94
3608;Riedstadt-Wolfskehlen;FLW;RMV;6;5;Hessen;Mitte;3,13;2,37;24,28
5273;Riegel;RRL;NVBW;5;5;Baden-Württemberg;Südwest;3,49;2,31;33,81
5273;Riegel-Malterdingen;;NVBW;5;;Baden-Württemberg;;3,49;;
5275;Rieneck;NRCK;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
5276;Riesa;DR;VVO;3;3;Sachsen;Südost;5,36;21,59;–302,8
5277;Rieschweiler;SRI;ZPNV Süd;7;6;Rheinland-Pfalz;Mitte;1,76;1,47;16,48
5278;Rieseby;ARY;LVS;6;6;Schleswig-Holstein;Nord;4,33;2,56;40,88
5279;Rieste;HRIE;LNVG;7;6;Niedersachsen;Nord;2,98;2,61;12,42
5280;Riestedt;URIE;NASA;6;6;Sachsen-Anhalt;Südost;4,07;1,97;51,6
8055;Rietheim;TRH;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
5282;Rietschen;BRI;ZVON;6;4;Sachsen;Südost;3,99;1,61;59,65
5283;Rimbach;RRIM;VRN;6;5;Hessen;Mitte;2,77;2,37;14,44
5284;Ringenwalde (b Templin);WRIW;VRN;6;6;Brandenburg;Ost;2,77;3,44;–24,19
5285;Ringleben-Gebesee;URGS;NVS;6;6;Thüringen;Südost;4,2;1,78;57,62
5286;Ringsheim;RRI;NVBW;5;6;Baden-Württemberg;Südwest;3,49;2,03;41,83
5287;Rinkerode;ERIK;NWL;6;6;Nordrhein-Westfalen;West;4,1;2,79;31,95
5288;Rinnthal;RRIT;ZPNV Süd;7;6;Rheinland-Pfalz;Mitte;1,76;1,47;16,48
5289;Rinteln;HRIN;LNVG;6;6;Niedersachsen;Nord;4,62;2,61;43,51
5290;Rippberg;RRB;LNVG;6;6;Baden-Württemberg;Südwest;4,62;2,03;56,06
5291;Rissen (S-Bahn);ARI;BWVI;5;4;Hamburg;Nord;3,77;2,12;43,77
5292;Ritschenhausen;URI;NVS;6;6;Thüringen;Südost;4,2;1,78;57,62
5293;Ritterhude;HRTH;LNVG;6;5;Niedersachsen;Nord;4,62;2,75;40,48
5294;Ritze;LRIT;LNVG;6;6;Sachsen-Anhalt;Südost;4,62;1,97;57,36
5296;Röblingen am See;LRN;NASA;5;5;Sachsen-Anhalt;Südost;4,16;4,03;3,13
5301;Rockenhausen;SRC;ZPNV Süd;5;5;Rheinland-Pfalz;Mitte;3,17;1,73;45,43
5303;Rodalben;SROA;ZPNV Süd;6;6;Rheinland-Pfalz;Mitte;2,08;1,47;29,33
5304;Rodenbach (Dillkr);FRB;RMV;6;6;Hessen;Mitte;3,13;2,32;25,88
5305;Rodenbach bei Hanau;FROD;RMV;5;5;Hessen;Mitte;2,83;2,37;16,25
5306;Rodenkirchen (Oldb);HRDK;LNVG;6;6;Niedersachsen;Nord;4,62;2,61;43,51
5307;Rödental;NRTL;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
8056;Rödental Mitte;;BEG;6;;Bayern;;3,34;;
5308;Röderau;DRO;BEG;6;6;Sachsen;Südost;3,34;2,37;29,04
4615;Rödermark-Ober Roden;FORD;RMV;4;5;Hessen;Mitte;3,2;2,37;25,94
6372;Rödermark-Urberach;FUCH;RMV;6;5;Hessen;Mitte;3,13;2,37;24,28
5309;Rodewisch;DROW;ZVV;6;6;Sachsen;Südost;4,03;2,37;41,19
1372;Rodgau-Dudenhofen;FDU;RMV;5;6;Hessen;Mitte;2,83;2,32;18,02
2479;Rodgau-Hainhausen;FHHN;RMV;5;6;Hessen;Mitte;2,83;2,32;18,02
3066;Rodgau-Jügesheim;FJUE;RMV;5;6;Hessen;Mitte;2,83;2,32;18,02
4478;Rodgau-Nieder Roden;FNRO;RMV;5;6;Hessen;Mitte;2,83;2,32;18,02
5330;Rodgau-Rollwald;FROL;RMV;6;6;Hessen;Mitte;3,13;2,32;25,88
6628;Rodgau-Weiskirchen;FWEK;RMV;5;6;Hessen;Mitte;2,83;2,32;18,02
5311;Rodheim v d Höhe;FRO;RMV;7;6;Hessen;Mitte;2,27;2,32;–2,2
5312;Roding;NROD;BEG;5;6;Bayern;Süd;3,17;2,01;36,59
5313;Rodleben;LROD;NASA;6;6;Sachsen-Anhalt;Südost;4,07;1,97;51,6
5314;Rödlitz-Hohndorf;DRDF;VMS;7;6;Sachsen;Südost;3,15;2,37;24,76
5315;Roggentin;WRGT;VMV;7;6;Mecklenburg-Vorpommern;Ost;3,85;2,72;29,35
5317;Rohr (Thür);UROH;NVS;7;6;Thüringen;Südost;3,34;1,78;46,71
6874;Rohrbach (Ilm);MWB;BEG;5;5;Bayern;Süd;3,17;2,32;26,81
6874;Rohrbach (Ilm);MRBI;BEG;5;5;Bayern;Süd;3,17;2,32;26,81
5320;Rohrbach (Pfalz);RRST;ZPNV Süd;6;6;Rheinland-Pfalz;Mitte;2,08;1,47;29,33
5319;Rohrbach (Saar);SRO;VGS;5;5;Saarland;Mitte;1,66;1,46;12,05
5321;Rohrenfeld;MRFD;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
5323;Röhrmoos;MRM;BEG;5;5;Bayern;Süd;3,17;2,32;26,81
5325;Roigheim;TRO;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
5326;Roisdorf;KROI;NVR;5;5;Nordrhein-Westfalen;West;3,54;2,83;20,06
5327;Roitzsch (Kr Bitterfeld);LROI;NASA;6;6;Sachsen-Anhalt;Südost;4,07;1,97;51,6
5328;Rolandseck;KROL;ZVRP Nord;6;6;Rheinland-Pfalz;Mitte;2,2;1,47;33,18
5329;Rollhofen;NRON;BEG;7;6;Bayern;Süd;2,41;2,01;16,6
5333;Rommelshausen;TROM;VRStutt;5;5;Baden-Württemberg;Südwest;2,5;2,31;7,6
5334;Rommerskirchen;KROM;VRR;5;5;Nordrhein-Westfalen;West;2,88;2,83;1,74
5336;Ronneburg (Thür);DRON;NVS;6;6;Thüringen;Südost;4,2;1,78;57,62
5337;Ronnenberg (Han);HRBG;RH;5;5;Niedersachsen;Nord;4,88;2,75;43,65
5338;Ronshausen;FRON;NVV;6;6;Hessen;Mitte;3,96;2,32;41,41
5339;Rönshausen;FROH;RMV;7;6;Hessen;Mitte;2,27;2,32;–2,2
5340;Röntgental;BRGT;VBB;4;4;Brandenburg;Ost;5,47;2,74;49,91
5341;Rosbach (Sieg);KROS;NVR;6;5;Nordrhein-Westfalen;West;4,3;2,83;34,19
5342;Rosbach v d Höhe;FROS;RMV;6;6;Hessen;Mitte;3,13;2,32;25,88
5344;Rosenau (b Grafenau);NRNU;BEG;7;6;Bayern;Süd;2,41;2,01;16,6
7766;Rosenberg (Baden);TRBG;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
2879;Rosendahl-Holtwick;;NWL;7;;Nordrhein-Westfalen;;3,42;;
5346;Rosengarten;LRO;NASA;6;4;Sachsen-Anhalt;Südost;4,07;1,4;65,6
5348;Rosenheim;MRO;BEG;2;2;Bayern;Süd;13,28;12,22;7,98
5349;Rosenwinkel;WROW;BEG;2;6;Brandenburg;Ost;13,28;3,44;74,1
5352;Röslau;NROE;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
5353;Rösrath;KROE;NVR;5;5;Nordrhein-Westfalen;West;3,54;2,83;20,06
5354;Rösrath-Stümpen;KRST;NVR;6;5;Nordrhein-Westfalen;West;4,3;2,83;34,19
8236;Roßbach;;NASA;7;;Sachsen-Anhalt;;2,9;;
5355;Roßbach (Pfalz);SROB;ZPNV Süd;6;6;Rheinland-Pfalz;Mitte;2,08;1,47;29,33
5357;Roßla;UROS;NASA;6;6;Sachsen-Anhalt;Südost;4,07;1,97;51,6
5358;Roßlau (Elbe);LR;NASA;4;5;Sachsen-Anhalt;Südost;4,99;4,03;19,24
5359;Roßleben;URO;NASA;4;6;Thüringen;Südost;4,99;1,78;64,33
5362;Roßtal;NRL;BEG;5;5;Bayern;Süd;3,17;2,32;26,81
5363;Roßtal-Wegbrücke;NRW;BEG;6;5;Bayern;Süd;3,34;2,32;30,54
5364;Roßwein;DRW;VMS;6;6;Sachsen;Südost;4,26;2,37;44,37
1741;Rostock Evershagen;;VMV;4;;Mecklenburg-Vorpommern;;5,36;;
5365;Rostock Hbf;WR;VMV;2;2;Mecklenburg-Vorpommern;Ost;26,89;27,98;–4,05
5366;Rostock Hinrichsdorfer Straße;WRHI;VMV;2;6;Mecklenburg-Vorpommern;Ost;26,89;2,72;89,88
5367;Rostock Holbeinplatz;WRHO;VMV;4;4;Mecklenburg-Vorpommern;Ost;5,36;1,28;76,12
5368;Rostock Kassebohm;;VMV;6;;Mecklenburg-Vorpommern;;5,24;;
3701;Rostock Lichtenhagen;;VMV;4;;Mecklenburg-Vorpommern;;5,36;;
3869;Rostock Lütten Klein;;VMV;5;;Mecklenburg-Vorpommern;;5,08;;
5369;Rostock Parkstraße;WRHP;VMV;4;4;Mecklenburg-Vorpommern;Ost;5,36;1,28;76,12
5370;Rostock Seehafen Nord;WRSN;VMV;4;6;Mecklenburg-Vorpommern;Ost;5,36;2,72;49,25
7984;Rostock Thierfelder Straße;WRTF;VMV;7;6;Mecklenburg-Vorpommern;Ost;3,85;2,72;29,35
5371;Rostock-Bramow;WRB;VMV;5;4;Mecklenburg-Vorpommern;Ost;5,08;1,28;74,8
5372;Rostock-Dierkow;WRD;VMV;5;6;Mecklenburg-Vorpommern;Ost;5,08;2,72;46,46
5373;Rostock-Marienehe;WRMA;VMV;4;4;Mecklenburg-Vorpommern;Ost;5,36;1,28;76,12
7880;Rostock-Seehafen Bw;WRSB;ZPNV Süd;6;6;Mecklenburg-Vorpommern;Ost;2,08;2,72;–30,77
5374;Rostock-Toitenwinkel;WRT;VMV;4;6;Mecklenburg-Vorpommern;Ost;5,36;2,72;49,25
5376;Rot am See;TRS;VMV;4;6;Baden-Württemberg;Südwest;5,36;2,03;62,13
5377;Rot-Malsch;RRM;NVBW;5;5;Baden-Württemberg;Südwest;3,49;2,31;33,81
5378;Rötenbach (Baden);RROE;NVBW;7;6;Baden-Württemberg;Südwest;2,33;2,03;12,88
5380;Rotenburg (Wümme);AROG;LNVG;4;3;Niedersachsen;Nord;5,93;6,53;–10,12
5379;Rotenburg an der Fulda;FROF;NVV;6;5;Hessen;Mitte;3,96;2,37;40,15
3747;Rotenburg an der Fulda-Lispenhausen;;NVV;6;;Hessen;;3,96;;
5381;Rotenhain;FRTN;ZVRP Nord;6;6;Rheinland-Pfalz;Mitte;2,2;1,47;33,18
5384;Rötgesbüttel;HROT;ZGB;7;6;Niedersachsen;Nord;2,68;2,61;2,61
5385;Roth;NRO;BEG;3;4;Bayern;Süd;5,81;1,44;75,22
5387;Röthenbach (Allgäu);MRTA;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
5388;Röthenbach (Oberpf);NRTH;BEG;7;6;Bayern;Süd;2,41;2,01;16,6
5389;Röthenbach (Pegnitz);NRP;BEG;6;5;Bayern;Süd;3,34;2,32;30,54
5390;Röthenbach-Seespitz;NRPE;BEG;6;5;Bayern;Süd;3,34;2,32;30,54
5390;Röthenbach-Seespitze;;BEG;6;;Bayern;;3,34;;
5391;Röthenbach-Steinberg;NRPG;BEG;6;5;Bayern;Süd;3,34;2,32;30,54
5392;Rothenbürg;NRBG;BEG;7;6;Bayern;Süd;2,41;2,01;16,6
5393;Rothenburg ob der Tauber;NROT;BEG;6;5;Bayern;Süd;3,34;2,32;30,54
5394;Rothenburgsort (S-Bahn);AROP;BWVI;5;4;Hamburg;Nord;3,77;2,12;43,77
5395;Rothenstein (Saale);UROT;NVS;6;6;Thüringen;Südost;4,2;1,78;57,62
5397;Rottenacker;;NVBW;7;;Baden-Württemberg;;2,33;;
5398;Rottenbach;URTB;NVS;5;5;Thüringen;Südost;3,97;4,22;–6,3
5399;Rottenburg (Neckar);TRT;NVBW;5;5;Baden-Württemberg;Südwest;3,49;2,31;33,81
5400;Rottendorf;NRTD;BEG;4;5;Bayern;Süd;3,97;2,32;41,56
5401;Rottershausen;;BEG;7;;Bayern;;2,41;;
5403;Rottleben (Kyffh);URTL;BEG;7;6;Thüringen;Südost;2,41;1,78;26,14
5404;Rottleberode;URT;BEG;7;6;Sachsen-Anhalt;Südost;2,41;1,97;18,26
5405;Rottweil;TR;NVBW;3;3;Baden-Württemberg;Südwest;6,43;6,87;–6,84
7150;Rottweil Göllsdorf;TRG;NVBW;7;6;Baden-Württemberg;Südwest;2,33;2,03;12,88
7152;Rottweil Neufra;TRNF;NVBW;7;6;Baden-Württemberg;Südwest;2,33;2,03;12,88
7151;Rottweil Saline;TRSA;NVBW;7;6;Baden-Württemberg;Südwest;2,33;2,03;12,88
5406;Rövershagen;WRV;VMV;5;6;Mecklenburg-Vorpommern;Ost;5,08;2,72;46,46
5407;Rübeland;LRL;VMV;5;6;Sachsen-Anhalt;Südost;5,08;1,97;61,22
5408;Rübenkamp (S-Bahn);ARP;BWVI;4;4;Hamburg;Nord;2,87;2,12;26,13
5409;Rückersbacher Schlucht;FRS;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
5411;Rückersdorf;BRO;VBB;7;6;Brandenburg;Ost;3,02;3,44;–13,91
5410;Rückersdorf (Mittelfr);NRUE;BEG;5;6;Bayern;Süd;3,17;2,01;36,59
5415;Rudersdorf (Kr Siegen);ERUD;NWL;6;6;Nordrhein-Westfalen;West;4,1;2,79;31,95
5416;Rüdesheim (Rhein);FRDH;RMV;5;5;Hessen;Mitte;2,83;2,37;16,25
5417;Rüdnitz;WRZ;VBB;6;6;Brandenburg;Ost;4,66;3,44;26,18
5418;Rudolstadt (Thür);UR;NVS;4;6;Thüringen;Südost;5,59;1,78;68,16
5419;Rudolstadt-Schwarza;URS;NVS;6;6;Thüringen;Südost;4,2;1,78;57,62
5422;Ruhland;BRU;VBB;5;5;Brandenburg;Ost;4,08;6,95;–70,34
5429;Rülzheim;RRZH;ZPNV Süd;6;6;Rheinland-Pfalz;Mitte;2,08;1,47;29,33
8202;Rülzheim Freizeitzentrum;;ZPNV Süd;6;;Rheinland-Pfalz;;2,08;;
5430;Rumeln;KRUM;VRR;5;5;Nordrhein-Westfalen;West;2,88;2,83;1,74
5431;Rummenohl;EROL;VRR;6;6;Nordrhein-Westfalen;West;3,61;2,79;22,71
5432;Ründeroth;KRUN;NVR;6;5;Nordrhein-Westfalen;West;4,3;2,83;34,19
5433;Runding;NRUD;NVR;6;6;Bayern;Süd;4,3;2,01;53,26
5434;Runkel;FRUK;RMV;6;6;Hessen;Mitte;3,13;2,32;25,88
